,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY
,date,open,high,low,close,adjusted_close,volume,macd,macd_diff,macd_signal,bb_mavg,bb_hband,bb_lband,bb_hband_ind,bb_lband_ind,vwap,stoch_rsi,stochrsi_d,stochrsi_k
4329,2010-04-08,117.95,118.97,117.6,118.7725,93.0833,158704000,1.4717915304220668,-0.0045691361380550966,1.4763606665601219,117.072225,119.17841652678644,114.96603347321357,0.0,0.0,117.28089145648471,0.46224333588790084,0.5086355985231421,0.45722937531571356
4330,2010-04-09,119.02,119.6,118.8,119.55,93.6926,133006500,1.510225517040169,0.027091880384037648,1.4831336366561314,117.277225,119.50646113543029,115.04798886456972,1.0,0.0,117.50027141918505,0.8216404923529933,0.4877661295352493,0.4920581486795648
4331,2010-04-12,119.7,120.05,119.56,119.74,93.8415,110278898,1.538283762771826,0.04412010089255558,1.4941636618792704,117.49122499999999,119.80183109960012,115.18061890039985,0.0,0.0,117.72145974822146,0.9046588466912046,0.5596005829908813,0.729514224977366
4332,2010-04-13,119.62,120.04,119.0,119.83,93.9121,125125000,1.5499159067180415,0.04460179587101676,1.5053141108470247,117.708225,120.0413640759041,115.3750859240959,0.0,0.0,117.88457693919028,0.9454000781429773,0.7040462820175518,0.8905664723957246
4333,2010-04-14,120.27,121.19,120.08,121.19,94.9779,161608984,1.6498565789640054,0.11563397449358459,1.5342226044704208,117.94722499999997,120.64954395739785,115.2449060426021,1.0,0.0,118.22557704546576,1.0,0.8567001129948281,0.9500196416113935
4334,2010-04-15,120.99,121.5654,120.95,121.29,95.0563,144615203,1.7173330990545566,0.14648839566730842,1.5708447033872481,118.15672499999998,121.19288007632812,115.12056992367184,1.0,0.0,118.56315613265667,1.0,0.9407953800182588,0.9818000260476586
4335,2010-04-16,120.86,121.285,118.75,119.36,93.5437,366879719,1.5966684569710452,0.02065900286703748,1.5760094541040077,118.27284999999999,121.30655051422579,115.23914948577419,0.0,0.0,118.94212838522178,0.0,0.866162111441906,0.6666666666666663
4336,2010-04-19,119.01,119.93,118.47,119.81,93.8964,217947812,1.5198324159429717,-0.044941630528829046,1.5647740464718007,118.46485,121.3748027848429,115.5548972151571,0.0,0.0,119.08974774329552,0.11978604968094798,0.6739095697582135,0.3732620165603156
4337,2010-04-20,120.56,120.98,119.871,120.88,94.735,157707906,1.5276693363233562,-0.029683768118755616,1.5573531044421118,118.679225,121.63717186353831,115.72127813646169,0.0,0.0,119.30018295354402,0.37629553258432547,0.4017630702162463,0.16536052742175744
4338,2010-04-21,120.95,121.23,119.99,120.66,94.5626,192910094,1.4988501789424618,-0.04680234039971998,1.5456525193421817,118.841725,121.8593949865156,115.8240550134844,0.0,0.0,119.56593744311014,0.2761113629360316,0.26534006412750244,0.2573976484004346
4339,2010-04-22,119.81,121.17,119.12,121.02,94.8447,239188609,1.4879081020321792,-0.046195533848002235,1.5341036358801814,119.05072499999999,122.06389674212127,116.0375532578787,0.0,0.0,119.77616790188137,0.36277694117370674,0.25371759601784866,0.3383946122313542
4340,2010-04-23,120.94,121.86,120.63,121.8125,95.4658,177335391,1.5255984052844127,-0.006804184476615127,1.5324025897610278,119.30884999999998,122.33960469314486,116.27809530685509,0.0,0.0,119.94888933083361,0.5412918750877893,0.3297285512325436,0.3933933930658422
4341,2010-04-26,121.85,122.12,121.23,121.35,95.1033,143457203,1.5008475214474686,-0.02524405465084767,1.5260915760983162,119.54725,122.4289599524451,116.66554004755491,0.0,0.0,120.08905247924254,0.31622057558004846,0.3795170453036813,0.4067631306138478
4342,2010-04-27,120.65,121.3346,118.25,118.48,92.8541,355853781,1.2354062589376298,-0.23254825372854926,1.467954512666179,119.60525,122.34869167971935,116.86180832028064,0.0,0.0,120.10037471707963,0.0,0.36199800241187835,0.2858374835559455
4343,2010-04-28,119.05,119.68,118.27,119.38,93.5594,300677594,1.0851556258152613,-0.3062391094807344,1.3913947352959957,119.70425,122.25861689808296,117.14988310191704,0.0,0.0,120.08782757575794,0.14548905366680537,0.28216794130624795,0.15390320974895086
4344,2010-04-29,120.1,121.11,120.07,120.8575,94.7173,193774891,1.0729346952969792,-0.2547680319992134,1.3277027272961925,119.897125,122.17295247314533,117.62129752685468,0.0,0.0,120.16303676329878,0.3511728011646953,0.2017648816384653,0.16555395161049982
4345,2010-04-30,120.88,121.01,118.78,118.8125,93.1146,270000906,0.8879988130356793,-0.35176313140841065,1.23976194444409,119.94775,122.07491589621574,117.82058410378426,0.0,0.0,120.12105490191882,0.030924660621297957,0.1651064443923498,0.17586217181759914
4346,2010-05-03,119.38,120.68,119.2,120.35,94.3196,182747812,0.8556359558447895,-0.3073007908794403,1.1629367467242298,120.02724999999998,122.08874575551921,117.96575424448075,0.0,0.0,120.1385011786535,0.22861129760819363,0.18166190329760903,0.20356958646472856
4347,2010-05-04,119.01,119.03,116.92,117.52,92.1017,360353406,0.5947746180930267,-0.4545297029049624,1.049304320997989,119.95124999999999,122.25103015254139,117.65146984745859,0.0,1.0,119.85261374062578,0.0,0.15531458145294139,0.0865119860764968
4348,2010-05-05,116.56,117.8,115.97,116.82,91.5531,328973188,0.32777756295313054,-0.5772214064358868,0.9049989693890174,119.87425,122.46650823366866,117.28199176633134,0.0,1.0,119.51195655495346,0.0,0.12209511280354084,0.07620376586939746
4349,2010-05-06,116.26,117.0,105.0,112.942,88.5139,647356500,-0.19449964620723392,-0.8795988924770011,0.6850992462697671,119.58272500000001,123.5511381397224,115.61431186027762,0.0,1.0,118.13300547606626,0.0,0.05423858398196465,0.0
4350,2010-05-07,112.64,113.77,109.41,111.26,87.1957,637558750,-0.7356513098376354,-1.136600444885922,0.40094913504828666,119.16822499999998,124.54543598223965,113.7910140177603,0.0,1.0,117.05405151001018,0.0,0.025401255289799043,0.0
4351,2010-05-10,115.81,116.65,114.91,116.16,91.0359,396159500,-0.7603638518860976,-0.9290503895475074,0.1686865376614098,118.989225,124.51468716596565,113.46376283403436,0.0,0.0,116.82583982834211,0.39590929521926627,0.04398992169102934,0.13196976507308836
4352,2010-05-11,115.07,117.36,114.91,115.83,90.7772,317849688,-0.7973852013327729,-0.7728573911953461,-0.024527810137426748,118.78922500000002,124.46597513960602,113.11247486039402,0.0,0.0,116.60939209445205,0.3772297333236826,0.12989425819580128,0.25771300951431586
4353,2010-05-12,116.29,117.62,116.09,117.45,92.0468,235607016,-0.6880727520236718,-0.530835953508996,-0.15723679851467576,118.602225,124.19611244501672,113.00833755498329,0.0,0.0,116.43109453579274,0.48527914838122566,0.26971850007626497,0.4194727256413911
4354,2010-05-13,117.13,117.68,115.89,115.99,90.9026,234456094,-0.7110550467014747,-0.4430545985494391,-0.26800044815203555,118.33722500000002,123.89875300474063,112.77569699525941,0.0,0.0,116.24294904174877,0.43934853616205966,0.3703794025926763,0.4339524726223223
4355,2010-05-14,115.12,115.33,112.87,113.89,89.2568,345602125,-0.8884792941361752,-0.49638307678731175,-0.39209621734886346,118.063725,123.92697777022171,112.2004722297783,0.0,0.0,115.9249680404978,0.3938733568975557,0.4309751818035532,0.4395003471469466
4356,2010-05-17,114.2,114.52,111.77,113.95,89.3039,325944000,-1.0125754504552589,-0.4963833864851164,-0.5161920639701425,117.770725,123.83776616085517,111.70368383914483,0.0,0.0,115.49809585759475,0.4000997171024745,0.4281866743855438,0.4111072033873629
4357,2010-05-18,114.88,115.22,112.03,112.4,88.0891,360595906,-1.221909186027716,-0.5645736976460588,-0.6573354883816572,117.34672499999999,123.66537229570406,111.02807770429592,0.0,0.0,115.103491629461,0.2860821342855192,0.40354198443205286,0.3600184027618494
4358,2010-05-19,111.77,112.77,110.36,111.76,87.5875,394759500,-1.423046338558521,-0.6125686801414911,-0.8104776584170299,116.90172500000001,123.47286985059537,110.33058014940465,0.0,0.0,114.61686261599165,0.2758316664884883,0.36393225959156855,0.3206711726254936
4359,2010-05-20,109.38,109.89,107.47,107.54,84.2803,530423625,-1.9010535510705893,-0.8724607141228473,-1.028592836947742,116.227725,123.67750230187299,108.77794769812702,0.0,1.0,113.73389774025969,0.0,0.28933139188178164,0.1873046002580021
4360,2010-05-21,105.91,109.38,105.3612,109.115,85.5146,500909312,-2.12825517282711,-0.8797298687034945,-1.2485253041236157,115.59285,123.19332010453948,107.99237989546052,0.0,0.0,113.01187066454347,0.2560542729766239,0.22842369534617749,0.177295313155037
4361,2010-05-24,108.52,109.39,107.61,107.71,84.4135,269823000,-2.394088293316372,-0.916450391354205,-1.477637901962167,114.91084999999998,122.76613862677843,107.05556137322154,0.0,0.0,112.46495121598436,0.14066184326362685,0.16561287294215177,0.1322387054134165
4362,2010-05-25,105.11,107.87,104.38,107.818,84.4981,396505094,-2.566463663576428,-0.8710606092914088,-1.6954030542850194,114.37774999999999,122.62897505146913,106.12652494853086,0.0,0.0,111.79685821151226,0.15886913183929635,0.16490970042054506,0.18519508269318197
4363,2010-05-26,108.48,109.47,106.85,107.17,83.9903,349719281,-2.7239604503776036,-0.8228459168740672,-1.9011145335035364,113.76725000000002,122.25121751820683,105.28328248179321,0.0,0.0,111.55318145052337,0.10272115386185494,0.1505059436982857,0.13408404298825896
4364,2010-05-27,109.19,110.8,108.7801,110.76,86.8038,300870500,-2.5299313180950236,-0.5030534276731897,-2.026877890421834,113.26237499999999,121.18149687603432,105.34325312396567,0.0,0.0,111.47523775008847,0.6757595894343524,0.2105763613533138,0.3124499583785008
4365,2010-05-28,110.64,110.724,108.85,109.369,85.7137,297933406,-2.460046028493622,-0.3465345104574302,-2.1135115180361916,112.7902,120.45124370435143,105.12915629564857,0.0,0.0,111.00207423867627,0.5332653167112178,0.2945942293453003,0.43724868666914135
4366,2010-06-01,108.35,109.95,107.37,107.53,84.2724,277909406,-2.523958738595155,-0.32835777644717057,-2.1956009621479846,112.1492,119.30125510605022,104.99714489394977,0.0,0.0,110.5136445881469,0.359382974907165,0.4241670906884066,0.522802627017578
4367,2010-06-02,108.08,110.34,107.5091,110.33,86.4668,240243594,-2.321907913306106,-0.10104556092649686,-2.220862352379609,111.78970000000001,118.53712398549085,105.04227601450917,0.0,0.0,110.13856570623605,0.9127571280073414,0.5206177067428756,0.6018018065419076
4368,2010-06-03,110.65,111.06,109.58,110.71,86.7646,226618297,-2.106832105306921,0.09122419765815026,-2.1980563029650715,111.48420000000002,117.83453670288243,105.1338632971176,0.0,0.0,109.84266870561065,1.0,0.6273281559547734,0.757380034304835
4369,2010-06-04,108.61,109.33,106.465,106.82,83.716,398475594,-2.2246293257599064,-0.021258418235867715,-2.2033709075240386,111.1781,117.80213982173822,104.55406017826178,0.0,0.0,109.35703888224452,0.5293978060143885,0.7244111618402173,0.8140516446739096
4370,2010-06-07,107.2,107.61,105.41,105.49,82.6737,264609094,-2.397665560294186,-0.1554357222161178,-2.2422298380780683,110.88960000000002,117.96169511813666,103.81750488186337,0.0,0.0,108.90678598441951,0.39210755551437537,0.7373111553849995,0.6405017871762542
4371,2010-06-08,105.57,106.83,104.65,106.62,83.5593,357774312,-2.415768985524238,-0.13883131795693604,-2.276937667567302,110.4126,117.28245348897408,103.54274651102591,0.0,0.0,108.3695690672108,0.5911643352295585,0.652925554700979,0.5042232322527737
4372,2010-06-09,107.24,108.28,105.6,106.05,83.1125,268023281,-2.447892535370869,-0.1367638942428533,-2.3111286411280156,109.9236,116.57004372277135,103.27715627722864,0.0,0.0,107.99567631146589,0.5263264339222343,0.5493081536614722,0.503199441555389
4373,2010-06-10,107.86,109.28,106.0426,109.15,85.542,317890594,-2.197870900232246,0.09060619271661574,-2.288477092948862,109.5086,115.18985568514255,103.82734431485746,0.0,0.0,107.97106020510961,1.0,0.5710843100640309,0.7058302563839304
4374,2010-06-11,108.19,109.75,108.12,109.68,85.9574,214128094,-1.9346588396508935,0.2830546026383747,-2.217713442289268,109.1931,114.03899223569434,104.34720776430567,0.0,0.0,108.03542912244797,1.0,0.6837128364155767,0.8421088113074111
4375,2010-06-14,110.52,111.12,109.4,109.509,85.8234,207196000,-1.7200321957236184,0.39814499725251995,-2.1181771929761384,108.97405,113.32129333226948,104.62680666773053,0.0,0.0,108.12157883511539,0.9751425508339913,0.846551083767557,0.99171418361133
4376,2010-06-15,110.28,112.1,110.09,112.0,87.7756,238268703,-1.3335636605016816,0.6276908259795655,-1.9612544864812471,108.87655,112.84388646039264,104.90921353960735,0.0,0.0,108.46207360336135,1.0,0.9418457261766903,0.99171418361133
4377,2010-06-16,111.42,112.42,111.2,111.96,87.7443,216373906,-1.0187684985984475,0.7539887903062399,-1.7727572889046874,108.85455000000002,112.74767411694783,104.9614258830522,0.0,0.0,108.71199317025017,0.9939055881385914,0.99103702673784,0.9896827129908604
4378,2010-06-17,112.28,112.33,111.05,112.14,87.8853,263185688,-0.7461652407130259,0.8212736385533292,-1.5674388792663552,108.87355,112.82645776390757,104.92064223609242,0.0,0.0,108.81799842499633,1.0,0.9931218086605734,0.9979685293795301
4379,2010-06-18,111.83,112.13,111.37,111.729,87.9801,174006500,-0.5568702068630387,0.8084549379226531,-1.3653251447856918,109.083,113.1726271712666,104.9933728287334,0.0,0.0,108.88943215290544,0.9305983868920233,0.9874953002379759,0.9748346583435378
4380,2010-06-21,113.12,113.2,110.79,111.41,87.7289,213140609,-0.4276633261331426,0.7501294549220394,-1.177792781055182,109.19775000000001,113.4114373578806,104.98406264211943,0.0,0.0,109.1085474778268,0.8749405322500373,0.9693276091456958,0.9351796397140197
4381,2010-06-22,111.41,111.9,109.41,109.57,86.28,239355297,-0.4683398346651728,0.5675623571120074,-1.0359021917771802,109.29075,113.45074989783213,105.13075010216788,0.0,0.0,109.16835190039075,0.5705038003408233,0.9006761792950616,0.7920142398276275
4382,2010-06-23,109.64,110.03,108.48,109.23,86.0122,254698703,-0.52199419508581,0.4111263973530963,-0.9331205924389063,109.36134999999999,113.46654199428767,105.25615800571231,0.0,0.0,109.0937754416947,0.5172448189375592,0.7938078655725954,0.6542297171761394
4383,2010-06-24,108.69,108.83,107.14,107.42,84.587,268692094,-0.7024698997448837,0.18452055415521806,-0.8869904539001018,109.37384999999999,113.45372025651106,105.29397974348892,0.0,0.0,109.17134371419469,0.24889867977695349,0.6305976855629594,0.4455490996851115
4384,2010-06-25,107.74,108.42,106.77,107.8675,84.9393,238726500,-0.8001648831701544,0.06946045658395794,-0.8696253397541124,109.229225,113.3073632330008,105.1510867669992,0.0,0.0,109.29796251766038,0.25007789871418645,0.4795064275569388,0.3387404658095659
4385,2010-06-28,108.03,108.32,107.14,107.53,84.6736,169333203,-0.894510925646685,-0.019908468714058047,-0.874602456932627,109.137275,113.28106046108053,104.99348953891948,0.0,0.0,109.56942101916997,0.19148540841000675,0.33814785370946404,0.2301539956337151
4386,2010-06-29,106.02,107.5114,103.55,104.21,82.0593,373760375,-1.2230782133346025,-0.2787806051215804,-0.9442976082130221,108.97127500000002,113.59725329085498,104.34529670914506,0.0,1.0,109.30684797864907,0.0,0.238694076828226,0.1471877690413973
4387,2010-06-30,103.92,104.88,102.88,103.22,81.2797,284101688,-1.5455388721973975,-0.48099301118750026,-1.0645458610098972,108.61577499999999,113.82541608624184,103.40613391375813,0.0,1.0,108.93756786519924,0.0,0.14705674471503796,0.0638284694700018
4388,2010-07-01,103.15,103.49,101.13,102.76,80.9175,382924812,-1.817261167634669,-0.6021722452998173,-1.2150889223348518,108.21827499999999,113.91820480197623,102.51834519802375,0.0,0.0,108.21872100366392,0.0,0.07033874617046626,0.0
4389,2010-07-02,103.11,103.42,101.62,102.2,80.4765,233385109,-2.054111841636683,-0.6712183354414647,-1.3828935061952181,107.987275,114.24256459740917,101.73198540259082,0.0,0.0,107.73252647632778,0.0,0.02127615649000049,0.0
4390,2010-07-06,103.64,104.37,101.88,102.87,81.0041,256936406,-2.162822633613928,-0.6239433019349676,-1.5388793316789602,107.85627499999998,114.41752702590591,101.29502297409405,0.0,0.0,107.1500239122491,0.12542941781562134,0.013936601979513222,0.04180980593854
4391,2010-07-07,103.13,106.24,103.02,106.1075,83.5534,253769703,-1.9650852468882363,-0.34096473216742074,-1.6241205147208155,107.83064999999999,114.41497754424887,101.24632245575111,0.0,0.0,106.72472358853207,0.6375608541252943,0.09871329886183704,0.25433009064697143
4392,2010-07-08,107.0,107.28,105.91,107.16,84.3822,210842000,-1.7038085450730875,-0.06375042428181743,-1.6400581207912701,107.88615000000001,114.42808087780321,101.34421912219682,0.0,0.0,106.34936261800263,0.8172594437825634,0.2742966006088901,0.5267499052411592
4393,2010-07-09,107.13,107.97,106.93,107.96,85.0122,144999906,-1.4158702910005587,0.17935026383256902,-1.5952205548331277,107.82665000000001,114.34311576066771,101.31018423933232,0.0,0.0,106.13536061739036,0.965579553177465,0.5292933154166347,0.8067999503617739
4394,2010-07-12,107.6,108.24,107.15,108.03,85.0673,131283500,-1.1685583222428733,0.34132978607220354,-1.5098881083150768,107.74415000000002,114.20622319750824,101.2820768024918,0.0,0.0,105.84840026172893,1.0,0.7537209515298695,0.9276129989866758
4395,2010-07-13,109.15,110.09,108.93,109.66,86.3508,213025906,-0.8314499897718406,0.5427504948345891,-1.3742004846064297,107.7517,114.222350596343,101.281049403657,0.0,0.0,105.7684198766125,1.0,0.9076464890247569,0.9885265177258212
4396,2010-07-14,109.31,110.08,108.86,109.651,86.3437,184426703,-0.5585765100321822,0.6524991796593982,-1.2110756896915804,107.63425,113.87332033539079,101.3951796646092,0.0,0.0,105.71100932239699,0.9987394016803115,0.9719064390908666,0.9995798005601033
4397,2010-07-15,109.61,110.06,108.17,109.68,86.3666,232337906,-0.3361078121161114,0.6999743020603753,-1.0360821141764867,107.52025,113.51763365038896,101.52286634961105,0.0,0.0,105.79386295359153,1.0,0.9958953729486758,0.9995798005601033
4398,2010-07-16,109.09,109.2059,106.45,106.66,83.9885,282693312,-0.398890367172001,0.5097533976035886,-0.9086437647755896,107.24624999999999,112.86300125405701,101.62949874594297,0.0,0.0,105.79782921211796,0.6015603151445087,0.9553087244650486,0.8667665722749396
4399,2010-07-19,107.05,107.63,106.22,107.29,84.4846,186708984,-0.3932768092565624,0.4122935644152218,-0.8055703736717842,107.0243,112.25232264149169,101.7962773585083,0.0,0.0,105.77329115259002,0.6857263859730472,0.8762584244025202,0.7624289003725182
