,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY
,date,open,high,low,close,adjusted_close,volume,macd,macd_diff,macd_signal,bb_mavg,bb_hband,bb_lband,bb_hband_ind,bb_lband_ind,vwap,stoch_rsi,stochrsi_d,stochrsi_k
7067,2021-02-23,384.66,388.945,380.2,387.5,376.2947,107284094,3.4531908473382487,-0.5275254176153874,3.980716264953636,385.6795,398.64169653458305,372.717303465417,0.0,0.0,388.6717098030713,0.06400970756150544,0.508881392968681,0.23265489292839125
7068,2021-02-24,386.33,392.23,385.27,391.77,380.4412,72433953,3.4629719900566442,-0.4141954199175939,3.877167409974238,386.07849999999996,399.27268549972507,372.88431450027485,0.0,0.0,389.1958622176065,0.5922297778924001,0.3119653261311352,0.21874649515130096
7069,2021-02-25,390.41,391.88,380.7789,382.33,371.2742,146670500,2.6781227772000307,-0.9592357062193662,3.637358483419397,386.4745,398.6826423239229,374.26635767607706,0.0,0.0,388.7496328968059,0.0,0.22338262774366455,0.21874649515130096
7070,2021-02-26,384.35,385.58,378.23,380.36,369.3611,152701594,1.875541510407004,-1.4094535784099147,3.2849950888169186,386.611,398.47677414251416,374.7452258574858,0.0,0.0,387.7100715296778,0.0,0.21163430542224493,0.19740992596413245
7071,2021-03-01,385.59,390.92,380.572,389.58,378.3145,105348797,1.960863406675685,-1.0593053457129873,3.020168752388672,387.5865,396.7534106574222,378.4195893425778,0.0,0.0,387.5695549852162,0.5230054537270672,0.1968305241192629,0.17433515124235485
7072,2021-03-02,389.82,390.07,386.0,386.54,375.3624,79595328,1.762857901966811,-1.0058486803374889,2.7687065823043,388.102,395.67790285056253,380.5260971494374,0.0,0.0,387.4875839870506,0.35252464792436583,0.22119614814121039,0.29184336721714343
7073,2021-03-03,385.79,386.83,381.31,381.42,370.3905,119940203,1.1792027868590367,-1.2716030363562107,2.4508058232152474,388.0955,395.6940669044342,380.49693309556585,0.0,0.0,386.9322825470363,0.09759929897561082,0.26351832844505974,0.3243764668756804
7074,2021-03-04,381.22,384.0,371.88,376.7,365.807,183432984,0.3319607133488489,-1.6950760878931188,2.0270368012419677,387.83799999999997,396.53531130874137,379.14068869125856,0.0,1.0,385.5329645358685,0.0,0.25542038324204963,0.15004131563332465
7075,2021-03-05,380.46,384.76,372.64,383.63,372.5366,152039594,0.21720455075995915,-1.447865800385607,1.6650703511455662,387.71,396.57430820770355,378.8456917922964,0.0,0.0,384.7624664344966,0.3266721190295649,0.2052805295035766,0.14142380600172436
7076,2021-03-08,384.66,387.68,381.42,381.72,370.6818,123149203,-0.02754406153343325,-1.3540915301431997,1.3265474686097665,387.4105,396.65134298109,378.16965701891,0.0,0.0,384.4003717515171,0.24844333979451433,0.16105675819213608,0.19170515294135884
7077,2021-03-09,385.85,389.91,381.7299,387.17,375.9742,113633602,0.21577305489239507,-0.8886195309738971,1.1043925858662922,387.2435,396.37431655719575,378.1126834428042,0.0,0.0,384.2980182762765,0.5606320178210836,0.23723715038604565,0.37858249221505336
7078,2021-03-10,389.69,391.4,388.1702,389.58,378.3145,109899398,0.596197883375396,-0.4065557619927169,1.002753645368113,387.21,396.30127933797877,378.1187206620212,0.0,0.0,384.4560665647993,0.6891975529200216,0.35657064955609497,0.4994243035118722
7079,2021-03-11,392.23,395.65,391.74,393.53,382.1503,86245039,1.202556961151231,0.15984265262649444,1.0427143085247366,387.3825,396.80977081403523,377.95522918596475,0.0,0.0,384.6265840199968,0.8621066449349241,0.5273285114285339,0.7039787385586754
7080,2021-03-12,392.07,394.21,391.2,394.06,382.665,64653566,1.7061994641248361,0.5307881244800796,1.1754113396447565,387.55,397.3205967065047,377.7794032934953,0.0,0.0,384.8354807087833,0.8848506484973128,0.6718182191737666,0.8120516154507519
7081,2021-03-15,394.33,396.685,392.03,396.41,384.947,73592305,2.2688116876611275,0.8747202784130967,1.3940914092480308,387.7385,398.0263924470059,377.4506075529941,0.0,0.0,385.26155513253036,0.9867157038412232,0.8090848954779712,0.9112243324244859
7082,2021-03-16,397.07,397.83,395.08,395.91,384.4615,73722516,2.6438632965553097,0.9998175098458231,1.6440457867094866,387.919,398.6383113585324,377.19968864146756,0.0,0.0,385.56838950081266,0.9646522841914612,0.8895607200173009,0.9454062121766649
7083,2021-03-17,394.53,398.12,393.3,397.26,385.7724,97959273,3.015269961112722,1.096979339522588,1.9182906215901339,388.1625,399.4814820655907,376.84351793440936,0.0,0.0,386.30279661924766,1.0,0.9468066246484593,0.9837893293442272
7084,2021-03-18,394.475,396.72,390.75,391.48,380.1596,115349102,2.810813416693577,0.7140182360827545,2.0967951806108225,388.20050000000003,399.5586063122848,376.8423936877153,0.0,0.0,387.3176274315666,0.6089454951272146,0.9290204893201501,0.8578659264395577
7085,2021-03-19,389.88,391.569,387.15,389.48,379.4559,113624492,2.459050444095169,0.289804210787477,2.169246233307692,388.173,399.515908092776,376.830091907224,0.0,0.0,387.49515427568923,0.48819736592665675,0.8469009587116917,0.6990476203512896
7086,2021-03-22,390.03,394.07,389.97,392.59,382.4859,73778648,2.4035204747477223,0.18741939315202405,2.2161010815956983,388.451,399.9398257015747,376.96217429842534,0.0,0.0,387.7246986974212,0.6574141021666601,0.7139219559547857,0.5848523210735096
7087,2021-03-23,391.91,393.46,388.66,389.5,379.4754,90686555,2.0861278152903537,-0.10397861304427547,2.190106428334629,388.55100000000004,400.03979088508294,377.06220911491715,0.0,0.0,388.2679931538189,0.46762193045629713,0.6072148025360011,0.5377444661832038
7088,2021-03-24,391.0,392.75,387.47,387.52,377.5464,97588641,1.6557360984471643,-0.4274962639099722,2.0832323623571365,388.33849999999995,399.7381443366081,376.9388556633918,0.0,0.0,389.7585684431469,0.07882356189052403,0.5079611062537355,0.4012865315044929
7089,2021-03-25,385.98,390.55,383.9,389.7,379.6703,116128602,1.4735689573484478,-0.48773072400695106,1.961299681355399,388.707,399.77763882534174,377.63636117465825,0.0,0.0,390.67194982430806,0.2654254726554475,0.40321821756281745,0.2706236550007554
7090,2021-03-26,390.93,396.41,390.29,395.98,385.7887,114409102,1.8150212660904685,-0.11702273221194437,1.932043998302413,389.488,400.29374032638054,378.68225967361946,0.0,0.0,391.6238649130454,0.7136640895871612,0.3415159648498751,0.3526377080443767
7091,2021-03-29,394.4,396.75,392.81,395.78,385.5938,108107602,2.045902462214997,0.09108677113006713,1.9548156910849297,389.798,400.9468019087778,378.6491980912222,0.0,0.0,392.3617459629259,0.6928398531569239,0.39352372272610303,0.5573098051331766
7092,2021-03-30,394.42,395.45,393.02,394.73,384.5708,76262250,2.1197164767032746,0.13192062849467567,1.987795848208599,390.20750000000004,401.44880930991445,378.9661906900856,0.0,0.0,392.7043651925272,0.5787782993934047,0.5239027535189053,0.6617607473791624
7093,2021-03-31,395.34,398.0,395.31,396.33,386.1296,112734203,2.281026984046491,0.234584908670314,2.046442075376177,390.95300000000003,401.7324677049088,380.17353229509126,0.0,0.0,392.9696563017568,0.7140713230339119,0.6269890147912507,0.6618964918614126
7094,2021-04-01,398.4,400.67,398.18,400.61,390.2995,99682883,2.722839752089726,0.541118141370839,2.181721610718887,392.1485,401.55604861806063,382.7409513819394,0.0,0.0,393.46155880055073,1.0,0.6959801489054489,0.7642832074757714
7095,2021-04-05,403.46,406.94,403.38,406.36,395.9015,91684758,3.496649302527146,1.051942153446607,2.444707149080539,393.285,403.73563730119736,382.8343626988027,1.0,0.0,394.18019923437663,1.0,0.7769567134494958,0.904690441011303
7096,2021-04-06,405.76,407.24,405.4,406.12,395.6677,62020953,4.043917191872424,1.2793680342335079,2.7645491576389163,394.505,404.96730471746935,384.04269528253064,1.0,0.0,394.61411804169273,0.9787508929661692,0.8872968709363768,0.9929169643220556
7097,2021-04-07,405.94,406.96,405.45,406.59,396.1256,55836281,4.4640966813381056,1.3596380189593513,3.1044586623787542,395.476,406.6176989728311,384.3343010271689,0.0,0.0,394.98793800038595,1.0,0.9635081232184715,0.9929169643220556
7098,2021-04-08,407.93,408.58,406.93,408.52,398.0059,57863113,4.896384353354335,1.4335405527804648,3.4628438005738706,396.423,408.57317876416585,384.27282123583416,0.0,0.0,395.7630640456019,1.0,0.9929169643220556,0.9929169643220556
7099,2021-04-09,408.39,411.67,408.26,411.49,400.8995,61104559,5.4161951009072595,1.5626810402667108,3.8535140606405487,397.321,411.03705759688955,383.6049424031105,1.0,0.0,397.0947974335766,1.0,0.9952779762147038,1.0
7100,2021-04-12,410.85,411.93,410.2,411.64,401.0456,56704898,5.773697024478224,1.5361463710701404,4.237550653408084,398.2,413.1639433305928,383.23605666940716,0.0,0.0,398.06367413988096,1.0,0.9976389881073521,1.0
7101,2021-04-13,411.53,413.529,411.12,412.86,402.2342,56550992,6.085315944375964,1.478212232774304,4.60710371160166,399.0225,415.25690405439,382.78809594560994,0.0,0.0,399.3483929865376,1.0,1.0,1.0
7102,2021-04-14,412.83,413.96,410.87,411.45,400.8605,61659910,6.147634859459686,1.2324249182864202,4.9152099411732655,399.79949999999997,416.8315867482877,382.76741325171224,0.0,0.0,400.91519860401934,0.8537263644726177,0.9837473738302908,0.9512421214908717
7103,2021-04-15,413.74,416.16,413.69,415.87,405.1667,60229840,6.478994295955943,1.2510274838261415,5.227966812129801,400.73,419.087315707946,382.37268429205403,0.0,0.0,403.1078720724063,1.0,0.9674947476605812,0.9512421214908717
7104,2021-04-16,417.25,417.91,415.73,417.26,406.521,82037281,6.775654888128713,1.2381504607991287,5.537504427329584,402.019,421.1992147016452,382.8387852983548,0.0,0.0,405.1731678543349,1.0,0.9512421214908717,0.9512421214908717
7105,2021-04-19,416.26,416.74,413.79,415.21,404.5237,78498492,6.767333074154351,0.9838629174598132,5.783470156694538,403.3055,422.40040767197394,384.21059232802605,0.0,0.0,407.02759960434605,0.7486591289692346,0.9395679842127181,0.9162197096564105
7106,2021-04-20,413.91,415.0859,410.59,412.17,401.562,81851828,6.441185407090018,0.5261722003163838,5.915013206773634,404.2845,423.08697906530443,385.4820209346955,0.0,0.0,408.42222743673886,0.34075280866375146,0.8546441590083145,0.6964706458776612
7107,2021-04-21,411.51,416.29,411.36,416.07,405.3616,66792977,6.423363896916044,0.4066805521139276,6.016683344802116,405.613,423.7936733649009,387.4323266350991,0.0,0.0,410.22130074641217,0.4267921388590527,0.7060305714549169,0.5054013588306786
7108,2021-04-22,415.89,416.78,411.13,412.27,401.6594,97582789,6.033066543965958,0.01310655933107352,6.019959984634885,406.8505,423.21518939519535,390.48581060480467,0.0,0.0,411.60870957542375,0.0,0.48590677351642464,0.25584831584093387
7109,2021-04-23,412.87,418.25,412.79,416.74,406.0144,73276203,6.015106321068117,-0.0038829308534147344,6.018989251921532,408.2025,423.07609926182033,393.32890073817964,0.0,0.0,412.52359268365984,0.32644121771630075,0.33744248673224325,0.25107778552511695
7110,2021-04-26,417.44,418.22,416.8111,417.61,406.862,52182391,6.001888410580364,-0.013680673072935079,6.015569083653299,409.284,423.5797229967996,394.9882770032004,0.0,0.0,413.21457364338744,0.38546451098384016,0.24807600364425464,0.23730190956671274
7111,2021-04-27,417.93,418.14,416.3,417.52,406.7743,51303059,5.91595542190106,-0.07969092940179134,5.9956463513028515,410.371,423.66521513295265,397.0767848670473,0.0,0.0,413.84898008548043,0.3729495911375913,0.2833327116792466,0.36161843994590986
7112,2021-04-28,417.81,419.01,416.9,417.4,406.6574,51238848,5.771638061290162,-0.17920663201015152,5.950844693300313,411.5045,423.0175386519473,399.9914613480527,0.0,0.0,414.4276717798304,0.35509479074172795,0.32336332682233615,0.37116963095438554
7113,2021-04-29,420.32,420.72,416.44,420.06,409.2489,78544328,5.8049889831900146,-0.1166845680882389,5.9216735512782535,412.691,422.463673943258,402.91832605674193,0.0,0.0,415.0671530584377,0.5581160742028284,0.38716940764255914,0.4287201520273816
7114,2021-04-30,417.63,418.54,416.34,417.3,406.5599,85527031,5.544793962078074,-0.3015036713601438,5.846297633438218,413.5255,421.7582431030755,405.2927568969246,0.0,0.0,415.4918279177644,0.14262026974637337,0.38394449818180326,0.35194371156364235
7115,2021-05-03,419.43,419.84,417.665,418.2,407.4368,68128289,5.3495438006704035,-0.3974030662142525,5.746946866884656,414.1175,421.89422906826763,406.3407709317324,0.0,0.0,415.874714081715,0.21956877703051716,0.36247741241697656,0.30676837365990545
7116,2021-05-04,416.07,416.6,411.67,415.62,404.9232,101591203,4.929794599559841,-0.6537218138598515,5.583516413419693,414.59250000000003,421.46523708221406,407.719762917786,0.0,0.0,415.9784360852531,0.0,0.25981392249417024,0.12072968225896263
7117,2021-05-05,417.38,417.63,414.94,415.75,405.0498,60162207,4.555121640290167,-0.8227158185036201,5.377837458793787,415.0505,420.86904096842505,409.23195903157495,0.0,0.0,416.02916969401235,0.011345390647636282,0.16815648171497288,0.07697138922605026
7118,2021-05-06,415.83,419.21,413.675,419.07,408.2844,74321367,4.474507536699548,-0.7226639376753914,5.197171474374939,415.578,420.81671969103536,410.3392803089646,0.0,0.0,416.0476835849454,0.40413750737412113,0.1120651236085327,0.1384942993405849
7119,2021-05-07,419.89,422.815,419.16,422.12,411.2559,67733789,4.603661643154794,-0.4748078649761167,5.078469508130911,416.1095,421.72478440964875,410.4942155903513,1.0,0.0,416.46643769671726,0.8245463770803857,0.209602926755783,0.4133430917007135
7120,2021-05-10,422.5,422.74,417.81,417.94,407.1835,81852445,4.318940083902817,-0.6076235393824749,4.926563623285292,416.42449999999997,421.6979598700705,411.1510401299294,0.0,0.0,417.0239844423964,0.0,0.32046622861982227,0.4095612948181681
7121,2021-05-11,413.1,415.27,410.06,414.21,403.5495,116888000,3.7490990892308105,-0.9419716272435847,4.691070716474395,416.492,421.613603655228,411.370396344772,0.0,0.0,416.7546071303107,0.0,0.3659177262930032,0.27484879236012766
7122,2021-05-12,411.23,412.59,404.0,405.41,394.976,134811016,2.5579233915335067,-1.7065178599527107,4.264441251486217,416.19000000000005,422.923780513296,409.45621948670413,0.0,1.0,415.896258730393,0.0,0.2281366957260987,0.0
7123,2021-05-13,407.07,412.35,407.02,410.28,399.7206,106394000,1.9840059828928247,-1.824348214874714,3.808354197767539,415.91049999999996,423.1213570226598,408.6996429773401,0.0,0.0,415.3284866696155,0.2423609694869197,0.1185452607297001,0.08078698982897235
7124,2021-05-14,413.21,417.49,413.18,416.58,405.8585,82201633,2.014309939280963,-1.4352354067892605,3.4495453460702237,415.8765,423.06797071197843,408.6850292880216,0.0,0.0,415.2585976543575,0.500964065900981,0.10952066720831287,0.24777501179596598
7125,2021-05-17,415.39,416.39,413.36,415.52,404.8258,64882406,1.9305388516730204,-1.215205195517763,3.1457440471907834,415.892,423.07899269522676,408.70500730477323,0.0,0.0,415.1592213477887,0.4530527203824043,0.24245152896056868,0.3987925852567675
7126,2021-05-18,415.8,416.06,411.77,411.94,401.3379,59810238,1.5573217448386458,-1.2707378418817106,2.8280595867203564,415.88050000000004,423.0919727345559,408.6690272654442,0.0,0.0,414.94992518390757,0.2966953013195332,0.35449054208456854,0.41690402920097197
7127,2021-05-19,406.92,411.05,405.33,410.86,400.2857,106467102,1.161014077149673,-1.333636407656547,2.49465048480622,415.62,423.1544409216107,408.0855590783893,0.0,0.0,414.1662720734724,0.26818413937119684,0.38500244493848346,0.3393107203577106
7128,2021-05-20,411.8,416.625,411.67,415.28,404.5919,78022227,1.1898782796480418,-1.0438177641265427,2.2336960437745845,415.77049999999997,423.14991860861966,408.3910813913803,0.0,0.0,413.96015619155327,0.47202467911152873,0.36728315205314493,0.3456347066007521
7129,2021-05-21,416.87,418.2,414.45,414.94,404.2607,76578656,1.1718103097576318,-0.8495085872135624,2.021318896971194,415.68050000000005,423.05433068704747,408.30666931295264,0.0,0.0,413.8213411257182,0.4549193861451893,0.36110716505592233,0.3983760682093041
7130,2021-05-24,417.34,420.32,417.08,419.17,408.3818,51376699,1.4817364266838808,-0.4316659762298507,1.9134024029137315,415.7585,423.2444716137081,408.272528386292,0.0,0.0,413.9733389780757,0.6381268854951371,0.4219003639091135,0.5216903169172842
7131,2021-05-25,420.33,420.71,417.62,418.24,407.4757,57451398,1.6334821145698584,-0.2239362306750987,1.857418345244957,415.79449999999997,423.3208257304771,408.26817426952283,0.0,0.0,414.1046899324361,0.586581001129046,0.4933140475721261,0.5598757575897899
7132,2021-05-26,418.87,419.61,417.76,419.07,408.2844,43088621,1.799966831693439,-0.04596121084121463,1.8459280425346536,415.87800000000004,423.5100340670914,408.2459659329087,0.0,0.0,414.07280384555986,0.6235542739252542,0.565884487118962,0.6160873868498116
7133,2021-05-27,420.17,420.72,418.9851,419.29,408.4987,56707680,1.9274409909020278,0.06521035869389946,1.8622306322081283,415.83950000000004,423.3941369205438,408.2848630794563,0.0,0.0,413.9144512894024,0.9373963568898985,0.6306023405847779,0.7158438773147321
7134,2021-05-28,420.97,421.25,419.79,420.04,409.2294,58520160,2.0651778279924997,0.16235775662749719,1.9028200713650025,415.97650000000004,423.7288990481169,408.2241009518832,0.0,0.0,413.8415246087642,1.0,0.7285271581454204,0.8536502102717168
7135,2021-06-01,422.57,422.72,419.2,419.67,408.8689,54216633,2.120040844767118,0.17377661872169226,1.9462642260454257,416.05,423.91242201877026,408.18757798122977,0.0,0.0,414.26844236729283,0.9607820179352703,0.8451845152871682,0.9660594582750553
7136,2021-06-02,420.37,421.23,419.29,420.33,409.512,49097059,2.1915142528411025,0.19620002143654136,1.995314231404561,416.28550000000007,424.361547238671,408.20945276132915,0.0,0.0,415.5705419180003,1.0,0.9355456692861761,0.9869273393117558
7137,2021-06-03,417.85,419.99,416.28,418.77,407.9921,58138762,2.0980929713851992,0.08222299198451033,2.015869979400689,416.43649999999997,424.5795050350742,408.29349496492574,0.0,0.0,416.4254606594934,0.7095294301517883,0.9476968712052768,0.8901038160290188
7138,2021-06-04,420.75,422.92,418.8422,422.6,411.7235,55938793,2.3065168338184208,0.23251748353418522,2.0739993502842355,416.613,425.1215018658542,408.1044981341458,0.0,0.0,416.81247605630875,1.0,0.9267358773526789,0.903176476717262
7139,2021-06-07,422.59,422.78,421.19,422.19,411.3241,51555031,2.410820237903579,0.26945671009547434,2.1413635278081045,416.6165,425.1341129872896,408.09888701271035,0.0,0.0,417.258175870302,0.9347719766754583,0.891571365007343,0.8814338022757481
7140,2021-06-08,423.11,423.21,420.32,422.28,411.4118,47134281,2.4722451814129727,0.2647053228838945,2.207539858529078,416.8335,425.6893506650262,407.9776493349738,0.0,0.0,417.80283093924794,0.9448442474508205,0.914827451233923,0.9598720747087587
7141,2021-06-09,423.18,423.26,421.41,421.65,410.798,48436340,2.441939992636378,0.1875201072858399,2.254419885350538,417.20550000000003,426.21303789896257,408.1979621010375,0.0,0.0,419.2491123189908,0.7346538719569284,0.9042430807818583,0.8714233653610682
7142,2021-06-10,422.96,424.63,421.55,423.61,412.7075,51020152,2.546721511485032,0.2338413009075948,2.312880210577437,418.1155,425.7443989376743,410.4866010623257,0.0,0.0,420.00431044599816,1.0,0.9081538266241364,0.8931660398025821
7143,2021-06-11,424.2,424.43,422.82,424.31,413.3895,45570832,2.6556332825319373,0.2742024575636002,2.381430824968337,418.817,426.0021961699908,411.63180383000923,0.0,0.0,420.6806056555291,1.0,0.8920468986053197,0.9115512906523087
7144,2021-06-14,424.43,425.37,423.1,425.26,414.3151,42358480,2.7864828663147705,0.3240416330771465,2.462441233237624,419.25100000000003,426.8782692361848,411.6237307638153,0.0,0.0,421.0403482524884,1.0,0.934905776818297,1.0
7145,2021-06-15,425.42,425.46,423.54,424.48,413.5551,51508512,2.7950233337649593,0.26606568042186796,2.5289576533430913,419.69899999999996,427.44863457211056,411.94936542788935,0.0,0.0,421.4655793860471,0.7571162619799625,0.9435300148818763,0.9190387539933201
7146,2021-06-16,424.63,424.87,419.92,422.11,411.2461,80386078,2.580802636368219,0.041475986420102195,2.5393266499481166,420.2075,427.14613927591375,413.2688607240862,0.0,0.0,421.70719960102156,0.064973891922813,0.8421340462091926,0.6073633846342577
7147,2021-06-17,421.67,423.02,419.32,421.97,411.1097,90949664,2.3723869602155787,-0.13355175178603051,2.5059387120016092,420.76300000000003,426.2453830586027,415.28061694139734,0.0,0.0,421.82340507410834,0.025545335747659884,0.6029824339481297,0.282545163216811
7148,2021-06-18,417.09,417.8281,414.7,414.92,405.5636,118676305,1.6196694138257044,-0.7090154385407237,2.328684852366428,420.745,426.30114074707024,415.1888592529298,0.0,1.0,421.0810338426221,0.0,0.3066938745804086,0.030173075890156813
7149,2021-06-21,416.8,421.06,415.93,420.86,411.3696,72822031,1.4853218271803712,-0.6746904201488455,2.1600122473292167,421.041,425.9178100230842,416.1641899769158,0.0,0.0,420.96403766252615,0.4793287858558845,0.1603365376582718,0.16829137386784732
7150,2021-06-22,420.85,424.0,420.08,423.11,413.5689,57700301,1.5426241814932382,-0.493910452668783,2.036534634162021,421.238,426.11489081293143,416.36110918706856,0.0,0.0,421.0971313291644,0.6270697910736195,0.1890879918003905,0.36879952564316715
7151,2021-06-23,423.19,424.05,422.51,422.6,413.0704,49445406,1.5292556649976632,-0.4058231753314865,1.9350788403291497,421.45599999999996,426.1642242938559,416.747775706144,0.0,0.0,421.39433243754996,0.585364946311006,0.36700402464150567,0.5639211744135025
7152,2021-06-24,424.89,425.55,424.62,425.1,415.514,45110289,1.7007845405068451,-0.18743543985784372,1.8882199803646889,421.7575,426.58667332483066,416.92832667516933,0.0,0.0,421.58593113553866,0.7483785230125305,0.5287750400630181,0.6536044201323845
7153,2021-06-25,425.9,427.0943,425.55,426.61,416.99,58129527,1.9362469410851872,0.038421568576398446,1.8978253725087888,422.1235,427.24958339780545,416.9974166021945,0.0,0.0,421.8847909484265,0.8407386893916726,0.6474509935947631,0.7248273862384021
7154,2021-06-28,427.17,427.65,425.89,427.47,417.8306,53159578,2.1672645262553374,0.21555132299723878,1.9517132032580986,422.495,428.0243308818751,416.96566911812494,0.0,0.0,422.1964316377974,0.8928829724574229,0.7352550671082204,0.8273333949538745
7155,2021-06-29,427.88,428.56,427.13,427.7,418.0554,35970520,2.34191061690143,0.3121579309146649,2.029752685986765,422.8965,428.7060585891923,417.0869414108077,0.0,0.0,422.4377419106821,0.9073215571831615,0.8108250625121206,0.8803144063440849
7156,2021-06-30,427.21,428.78,427.18,428.06,418.4073,64827859,2.4807711082405604,0.36081473780303597,2.1199563704375244,423.283,429.3795895385256,417.18641046147445,0.0,0.0,422.80572484245636,0.9311034195899067,0.8726945947915965,0.9104359830768297
7157,2021-07-01,428.87,430.6,428.8,430.43,420.7238,53441031,2.7503538737257713,0.5043180026305976,2.2460358710951738,423.866,430.3429851012072,417.38901489879277,1.0,0.0,423.18732149006,1.0,0.9122973494484233,0.9461416589243553
7158,2021-07-02,431.67,434.1,430.5218,433.72,423.9396,57697672,3.1926725204879745,0.7573093195142402,2.4353632009737343,424.422,432.15598370836545,416.6880162916346,1.0,0.0,423.7432278909653,1.0,0.9445373717326068,0.9770344731966348
7159,2021-07-06,433.78,434.01,430.01,432.93,423.1675,68710414,3.439814793358778,0.8035612739080347,2.6362535194507433,424.959,433.45263738343374,416.46536261656627,0.0,0.0,424.3500983697223,0.9255793118450879,0.9661230786897841,0.9751931039483619
7160,2021-07-07,433.66,434.76,431.51,434.46,424.663,63549461,3.716295892692301,0.8640338985932461,2.852261994099055,425.56800000000004,434.91020231001585,416.22579768998423,0.0,0.0,425.1938988625004,0.9916226069885561,0.9748760722520702,0.9724006396112138
7161,2021-07-08,428.78,431.73,427.52,430.92,421.2028,97595234,3.608168025871521,0.6047248254179727,3.0034432004535483,426.03150000000005,435.4695109663671,416.593489033633,0.0,0.0,426.10410129205457,0.6760509860970695,0.9373371261788265,0.8644176349769036
7162,2021-07-09,432.53,435.84,430.714,435.52,425.699,76238578,3.849285303708541,0.6766736826039943,3.1726116211045468,426.62699999999995,436.8490919581691,416.4049080418308,0.0,0.0,428.23987729280395,0.8130466037593056,0.8879083356232536,0.8269067322816429
7163,2021-07-12,435.43,437.35,434.97,437.08,427.2239,52889594,4.118772797128315,0.7569289408190145,3.3618438563093007,427.2655000000001,438.3848425615578,416.1461574384424,0.0,0.0,429.5429213595582,0.8973705353017175,0.8289379141037477,0.7954893750526967
7164,2021-07-13,436.24,437.84,435.31,435.59,425.7675,52911312,4.164111741578324,0.6418143082152183,3.522297433363106,427.782,439.42793250887485,416.1360674911251,0.0,0.0,430.4674323339298,0.6665675276834571,0.804908109860833,0.7923282222481592
7165,2021-07-14,437.4,437.92,434.91,436.24,426.4028,64130352,4.2040312935938005,0.5453870881845555,3.658644205409245,428.37000000000006,440.46841642535384,416.2715835746463,0.0,0.0,431.34889350383514,0.6313453294939848,0.7731929093757474,0.7317611308263857
7166,2021-07-15,434.81,435.53,432.72,434.75,424.9464,55126359,4.068537708493807,0.3279148024676495,3.7406229060261573,429.00200000000007,441.04680568549253,416.9571943145076,0.0,0.0,431.8719196848152,0.1696395423043834,0.6710911620783843,0.48918413316060766
7167,2021-07-16,436.01,436.06,430.92,431.34,421.6133,75874656,3.64399387163769,-0.0773032275107739,3.721297099148464,429.4705,441.1067716967795,417.8342283032205,0.0,0.0,432.3138557156874,0.0,0.4959800737510385,0.26699495726612194
7168,2021-07-19,426.19,431.4089,421.97,424.97,415.387,147987016,2.761698912600707,-0.7676785492382057,3.5293774618389127,429.97299999999996,439.77607523184804,420.1699247681519,0.0,0.0,431.65730407395523,0.0,0.27090853484273003,0.056546514101460325
7169,2021-07-20,425.68,432.42,424.83,431.06,421.3396,99608172,2.524781791844134,-0.8036765359958231,3.3284583278399573,430.483,439.35356052351113,421.6124394764889,0.0,0.0,431.57742295666225,0.3563588279931147,0.14744258245509553,0.11878627599770408
7170,2021-07-21,432.34,434.7,431.0111,434.55,424.7509,64724391,2.5887950813728366,-0.5917305971736968,3.1805256785465335,431.055,439.4104760487524,422.6995239512476,0.0,0.0,431.9178142797627,0.5225069575198928,0.15609601731227765,0.29295526183766835
7171,2021-07-22,434.74,435.72,433.69,435.46,425.6404,47878539,2.6820385978825243,-0.3987896645312077,3.080828262413732,431.698,439.2969199233362,424.09908007666377,0.0,0.0,432.1627247912126,0.563727671919947,0.2975353412154522,0.480864485810984
7172,2021-07-23,437.52,440.3,436.79,439.94,430.0194,63766641,3.081907009986878,0.0008629980585164176,3.0810440119283617,432.43999999999994,440.2130766110515,424.66692338894836,0.0,0.0,432.55164951336957,0.7582848373517267,0.4628865233041691,0.6148398222638547
7173,2021-07-26,439.31,441.03,439.26,441.02,431.075,43719191,3.446226626194118,0.29214609141260484,3.1540805347815133,433.16050000000007,441.3011227649535,425.01987723504664,0.0,0.0,432.9103697126122,0.8002731259711802,0.6010442843852631,0.7074285450809504
7174,2021-07-27,439.91,439.94,435.99,439.01,429.1104,67397133,3.5320471046904913,0.3023732559271819,3.2296738487633094,433.7375,441.81865059884916,425.65634940115086,0.0,0.0,433.2290332249149,0.6937581681394092,0.6910134703885255,0.7507720438207711
7175,2021-07-28,439.68,440.3,437.31,438.83,428.9344,52472359,3.5446751479033765,0.2520010393120531,3.2926741085913234,434.29400000000004,442.1656361705354,426.4223638294647,0.0,0.0,433.8536979721503,0.6801670746168227,0.7276444594925083,0.7247327895758032
7176,2021-07-29,439.815,441.8,439.81,440.65,430.7134,47435340,3.6593589407578975,0.2933478657332591,3.3660110750246384,434.9235,442.7135430679991,427.13345693200085,0.0,0.0,434.18946575662574,0.7693965803811414,0.7299818137030106,0.714440607712457
7177,2021-07-30,437.91,440.06,437.77,438.51,428.6216,68951203,3.5367965683133775,0.13662839463099097,3.4001681736823866,435.3275,442.98035534955955,427.6746446504404,0.0,0.0,434.3954386533179,0.6741847940030491,0.7156965156517546,0.7079161496670036
